Alignment ID,Average Rt(min),Average Mz,Metabolite name,Adduct type,Post curation result,Fill %,MS/MS assigned,Reference RT,Reference m/z,Formula,Ontology,INCHIKEY,SMILES,Annotation tag (VS1.0),RT matched,m/z matched,MS/MS matched,Comment,Manually modified for quantification,Manually modified for annotation,Isotope tracking parent ID,Isotope tracking weight number,Total score,RT similarity,Dot product,Reverse dot product,Fragment presence %,S/N average,Spectrum reference file name,MS1 isotopic spectrum,MS/MS spectrum,Blank_prep_no_IS_Neg_0uL,Luca140818_lipid_Neg_co_culture_1,Luca140818_lipid_Neg_co_culture_3,Luca140818_lipid_Neg_co_culture_4,Luca140818_lipid_Neg_co_culture_5,Luca140818_lipid_Neg_hela_1,Luca140818_lipid_Neg_hela_2,Luca140818_lipid_Neg_hela_3,Luca140818_lipid_Neg_hela_4,Luca140818_lipid_Neg_hela_5,Luca140818_lipid_Neg_nih_1,Luca140818_lipid_Neg_nih_2,Luca140818_lipid_Neg_nih_3,Luca140818_lipid_Neg_nih_4,Luca140818_lipid_Neg_nih_5
7593,13.695,694.4798,CL 67:2|CL 16:0_17:0_16:1_18:1,[M-2H]2-,ion correlated with 7648; ion correlated with 7819; ion correlated with 8188; ion correlated with 7487; ion correlated with 14423; ion correlated with 14572; adduct linked to 16051_[M-H]-,0.8,True,13.59,694.48669,C76H144O17P2,CL,HKLFJDLIISFBRV-UHFFFAOYSA-N,O=C(OCC(OC(=O)CCCCCCCCCCCCCCC)COP(=O)(O)OCC(O)COP(=O)(O)OCC(OC(=O)CCCCCCCCCCCCCCCC)COC(=O)CCCCCCCC=CCCCCCCCC)CCCCCCCC=CCCCCCC,410,True,True,True,,False,False,null,null,93.7,100,61.7,60.4,100,19.19,Luca140818_lipid_Neg_hela_5,694.4798:7861756 695.48315:3577795 696.48651:0,96.96855:3039 97.95318:8278 103.96996:2189 136.40596:2490 142.34874:2311 147.57193:2184 152.99457:69910 176.14594:2118 227.20111:29899 228.20403:2309 237.22214:4088 241.21909:53129 242.22057:3085 253.21825:95211 254.21944:15621 255.23265:162854 256.2374:13485 267.23422:36122 268.23581:5525 269.24692:77524 270.25128:5296 279.23291:3365 281.24835:243103 282.25262:27910 295.26538:8494 295.72305:2355 298.69226:2157 367.35477:4014 378.37491:3155 389.21298:3099 391.22348:2566 392.38568:4549 408.37643:2671 410.39548:2688 422.40176:2997 545.92682:2793 621.7312:2487 634.61725:3780,1023969,288764,191809,126044,313611,162149,201627,106784,412003,7861756,176241,281010,130377,138942,0
7580,13.486,693.4743,CL 67:3|CL 16:0_16:1_17:1_18:1,[M-2H]2-,ion correlated with 7178; ion correlated with 7796; ion correlated with 8162; ion correlated with 7902; adduct linked to 16037_[2M-H]-; adduct linked to 16038_[2M-H]-; adduct linked to 16036_[M-H]-; adduct linked to 16042_[M-H]-; adduct linked to 16044_[M-H]-,0.867,True,13.41,693.47882,C76H142O17P2,CL,BFFBMINWJVDBHU-UHFFFAOYSA-N,O=C(OCC(OC(=O)CCCCCCCC=CCCCCCCC)COP(=O)(O)OCC(O)COP(=O)(O)OCC(OC(=O)CCCCCCCCCCCCCCC)COC(=O)CCCCCCCC=CCCCCCC)CCCCCCCC=CCCCCCCCC,410,True,True,True,,False,False,null,null,96.4,100,72.2,54.4,100,43.04,Luca140818_lipid_Neg_co_culture_3,693.47461:461487 694.47796:0 695.48132:0,99.08933:1943 146.43092:2057 148.38461:2387 152.99635:24799 156.29021:2082 227.2001:14701 241.21931:18269 253.21812:55803 254.21872:3434 255.23322:26571 267.23389:28994 269.24701:4401 281.24823:90556 282.24881:4412 282.81183:2549 337.10059:2082 365.05505:2037 406.03839:2329 473.13712:2303 538.26562:2124,1517036,226322,461487,351779,772719,737487,425906,793736,1502761,17026290,144365,186779,153516,144853,198676
7698,13.813,701.49274,CL 68:2|CL 16:0_16:0_18:1_18:1,[M-2H]2-,ion correlated with 8005; ion correlated with 8012; ion correlated with 7697; ion correlated with 16219; ion correlated with 7702; adduct linked to 16213_[2M-H]-; adduct linked to 16219_[M-H]-; adduct linked to 16222_[2M-H]-,0.267,True,13.71,701.49451,C77H146O17P2,CL,BEYMPTDFOUBIAH-UHFFFAOYSA-N,O=C(OCC(OC(=O)CCCCCCCC=CCCCCCCCC)COP(=O)(O)OCC(O)COP(=O)(O)OCC(OC(=O)CCCCCCCCCCCCCCC)COC(=O)CCCCCCCCCCCCCCC)CCCCCCCC=CCCCCCCCC,410,True,True,True,,False,False,null,null,99.2,100,38,55.7,100,28.51,Luca140818_lipid_Neg_co_culture_3,701.4906:3760988 702.49395:1955859 703.49731:0,100.50945:2301 109.62833:2473 152.99483:64675 165.05782:2296 197.02928:2271 253.21799:25740 254.2187:9191 255.23296:237535 256.23709:31821 266.96121:5513 268.94083:16866 269.94394:4808 270.93942:2985 279.23294:5315 281.24869:295768 282.25311:51192 282.99234:3871 283.26437:33129 285.99606:2710 342.95706:23252 343.96011:10745 344.9545:4999 386.91458:2315 391.22351:8666 402.92902:4001 403.92813:3468 413.47217:2305 416.97903:3105 478.93918:5234 479.93481:3681 551.96497:3886 552.96259:13534 553.95807:8681 565.86987:2934 610.93445:11223 611.93463:20198 628.95416:3132 700.98511:61765 701.98932:100658,1070450,3698838,3760988,2698308,7000082,4411774,2173694,4442677,4179039,107797496,6283890,2632562,5020845,4700325,3833530
16219,13.778,1403.995,CL 68:2|CL 16:0_18:1_16:0_18:1,[M-H]-,ion correlated with 8005; ion correlated with 8012; ion correlated with 7697; ion correlated with 16217; ion correlated with 7698; adduct linked to 7698_[M-2H]2-; adduct linked to 7697_[M-2H]2-,1,True,13.7,1403.99634,C77H146O17P2,CL,YZWJSAMZESCYDC-UHFFFAOYSA-N,O=C(OCC(OC(=O)CCCCCCCCCCCCCCC)COP(=O)(O)OCC(O)COP(=O)(O)OCC(OC(=O)CCCCCCCCCCCCCCC)COC(=O)CCCCCCCC=CCCCCCCCC)CCCCCCCC=CCCCCCCCC,410,True,True,True,,False,False,null,null,100,100,47.6,24.5,100,144.64,Luca140818_lipid_Neg_hela_5,1403.995:54257244 1404.99835:51868336 1406.00171:23594664,96.96925:1945451 134.98451:502093 150.97906:262923 152.99608:23802666 153.99887:304931 154.99864:118705 158.92474:86591 171.00601:441708 209.02148:106695 214.94965:101460 227.2002:278995 228.20686:64169 237.22169:60693 241.21814:87069 253.2178:2299352 254.22182:1046639 255.23232:49734484 256.23688:1488280 257.24005:255935 267.2334:76558 269.24622:186839 279.23346:212073 280.23416:127466 281.24796:25891830 282.25266:1519380 283.2594:493263 389.21124:135764 390.21246:90662 391.22278:4337332 392.23007:129772 407.22247:89709 409.19839:53423 409.23764:2271000 410.23282:78242 417.237:910360 418.24252:85946 435.25156:340075 465.26273:78914 673.47717:663547 729.49823:140121 809.47028:178933,654999,5871279,7397957,5072548,9454749,6825778,4683500,6027048,15622703,54257244,11057325,13707188,14158138,8885035,6868629
7672,13.569,700.48065,CL 68:3|CL 16:0_16:1_18:1_18:1,[M-2H]2-,ion correlated with 7904; ion correlated with 7986; adduct linked to 16187_[M-H]-,1,True,13.48,700.48669,C77H144O17P2,CL,LYEMKCANIVMEKS-UHFFFAOYSA-N,O=C(OCC(OC(=O)CCCCCCCC=CCCCCCCCC)COP(=O)(O)OCC(O)COP(=O)(O)OCC(OC(=O)CCCCCCCCCCCCCCC)COC(=O)CCCCCCCC=CCCCCCC)CCCCCCCC=CCCCCCCCC,410,True,True,True,,False,False,null,null,100,100,74,62.8,100,78.51,Luca140818_lipid_Neg_hela_5,700.48065:68232328 701.484:26223008 702.48736:2395134,96.96952:54726 134.98468:25359 152.99448:1106478 153.99902:31098 209.02365:13141 214.95087:8134 227.20032:238977 227.52545:6500 228.20322:27937 241.21887:8203 253.21802:2384451 254.2222:342654 255.23262:2059511 256.23715:199912 267.23337:34036 269.24689:18428 279.23334:81745 280.23508:50119 281.24829:5350962 282.25287:719977 283.25345:54872 363.18994:8132 389.21213:68857 390.21246:8137 391.22339:86541 417.23709:46821 418.24152:7911 699.99884:6109,821852,5956474,6889356,5388847,9640680,7215057,5404189,6187462,12915355,68232328,5259115,5640748,5122272,5005102,3170308
16187,13.566,1401.97754,CL 68:3|CL 16:0_18:1_16:1_18:1,[M-H]-,ion correlated with 16451; adduct linked to 7672_[M-2H]2-,1,True,13.49,1401.98059,C77H144O17P2,CL,GEJZGBPRNMAZRP-UHFFFAOYSA-N,O=C(OCC(OC(=O)CCCCCCCC=CCCCCCC)COP(=O)(O)OCC(O)COP(=O)(O)OCC(OC(=O)CCCCCCCCCCCCCCC)COC(=O)CCCCCCCC=CCCCCCCCC)CCCCCCCC=CCCCCCCCC,410,True,True,True,,False,False,null,null,100,100,44.9,32,100,234.44,Luca140818_lipid_Neg_co_culture_5,1401.97791:14016264 1402.98126:14454467 1403.98462:10657202,96.96932:1152930 97.9457:45123 134.98459:329591 150.97908:176702 152.99619:14626401 153.99896:95407 154.99899:34881 158.92467:55263 163.06062:34470 171.00612:288105 209.02164:71359 214.95039:75309 223.02628:40731 227.20012:1418606 228.20374:49042 241.21854:90884 253.21793:14780907 254.22198:581774 255.23248:14624564 256.2377:188698 257.23981:19437 266.965:38723 267.23355:142267 269.24463:64491 279.23282:355353 280.2352:147062 281.24817:18574256 282.25287:496135 283.25949:167539 295.26019:15340 340.97824:19434 342.95966:71476 343.95966:17344 344.96014:18265 363.19525:145180 381.2034:59644 389.20529:1090378 390.21213:41061 391.22287:1312030 402.9285:50165 403.92761:46401 404.9227:43392 407.22006:651027 408.21942:21899 409.23776:592233 416.98657:44240 417.23737:798486 418.97226:20477 435.25146:339627 476.95648:37951 478.94849:21023 492.99927:43312 645.44293:44213 671.46173:192745 673.47687:202756 700.98297:19524 717.0434:16210 729.49579:36369 774.00439:16514 775.0061:44005 776.00977:49208 777.01538:21986 807.44208:50907 809.46967:53576 835.98834:17633 997.05414:45951 998.08185:95280 999.0578:116011 1000.08069:115663 1057.02209:20497 1058.04077:124386 1059.04993:134739 1060.02649:204605 1401.99963:21328,614516,7396128,11593314,6220554,14016264,9887242,4967870,7076457,14462345,60156248,15571764,18743598,19736810,14205158,10200693
16154,13.382,1399.96082,CL 68:4|CL 16:0_18:2_16:1_18:1,[M-H]-,ion correlated with 16153; ion correlated with 16407; adduct linked to 7660_[M-2H]2-; adduct linked to 7656_[M-2H]2-; adduct linked to 7662_[M-2H]2-,0.733,True,13.38,1399.96484,C77H142O17P2,CL,GCLYTLDBZIACBC-UHFFFAOYSA-N,O=C(OCC(OC(=O)CCCCCCCCCCCCCCC)COP(=O)(O)OCC(O)COP(=O)(O)OCC(OC(=O)CCCCCCCC=CCCCCCC)COC(=O)CCCCCCCC=CCCCCCCCC)CCCCCCCC=CCC=CCCCCC,410,True,True,True,,False,False,null,null,100,100,40.6,27.8,100,714.82,Luca140818_lipid_Neg_co_culture_3,1399.96204:23533094 1400.96539:21202988 1401.96875:18754232,96.96927:1874712 134.98454:544074 147.02904:49870 149.00896:98315 150.97917:217733 152.99612:24388812 153.99893:50496 158.92482:89571 163.06021:253396 164.06039:61538 165.03937:55327 171.006:467680 208.97746:40655 209.02344:102882 214.95029:145384 221.04916:59008 223.02882:283465 224.02768:55525 225.02644:44332 225.1866:61811 227.20006:2509634 253.21779:41488640 254.22121:289334 255.23235:3405173 256.23688:60501 264.98761:90251 265.987:47780 266.96439:342614 267.23349:385489 267.96408:113606 268.93939:335705 269.94357:108875 270.93884:63531 279.03772:74738 279.23248:5644694 280.23416:156825 281.0155:101786 281.24802:28871356 282.01447:62658 282.25308:170141 282.98981:234552 283.99545:93273 284.98892:52077 299.02484:69040 311.10001:174251 312.09763:94346 338.99799:49604 340.98242:375063 341.98264:165932 342.96088:534072 343.95844:246249 344.96082:142483 357.01236:105192 358.01324:53065 363.18863:210641 371.06039:118495 372.06674:56962 373.05569:46490 381.20203:98720 389.20496:2986689 391.22131:238246 398.96872:109913 399.9682:66962 400.94678:340382 401.94589:218700 402.9249:628598 403.92682:341367 404.92273:249958 405.92111:54591 407.21976:1749799 409.22992:105781 414.99652:101698 415.22284:412716 416.00269:63379 416.97757:392716 417.23703:1184542 417.97974:209830 418.9743:162972 419.97418:71225 433.23428:205806 435.25131:576021 463.24973:48593 474.96567:114303 475.97067:91014 476.94547:259637 477.94354:190741 478.93781:158128 479.93381:48785 490.02237:44763 491.0014:318989 492.00455:204260 493.00003:214606 493.99707:69791 494.95651:25862 536.90497:49202 538.9165:49950 549.98895:42776 550.966:188208 551.96808:157312 552.96149:146896 553.95685:76230 565.01099:95040 566.02191:70469 567.00665:59248 622.99634:62334 624.00043:65827 624.9881:137178 625.98676:109888 626.98969:86562 627.96661:48835 643.42529:53102 645.44238:47562 653.89178:43145 671.46143:463383 697.4751:43214 698.99976:89954 699.99536:146977 700.99725:182200 701.98743:103543 713.05316:169930 714.04694:218829 715.04565:272150 716.03613:139404 725.92035:64857 726.9201:76218 727.48071:89817 727.90979:85700 728.89752:43696 729.88776:43407 743.92706:47986 744.92877:43989 773.01947:162754 774.02228:258152 775.00464:325323 776.01001:298586 784.88025:25264 786.88623:72025 787.89215:70689 788.87891:45056 804.90137:43176 807.44147:139638 816.9693:27704 832.99243:59540 833.95898:75730 834.97632:122074 835.98865:128697 860.9007:46673 876.93341:41056 877.94409:51245 892.93713:27082 893.95007:119366 894.94049:157692 895.95581:203706 907.01703:87340 908.00403:115671 965.98456:81970 966.99567:120963 967.995:182614 995.06097:158628 996.06976:595848 997.08405:783339 998.07019:1315488 1014.07971:27408 1016.08032:92707 1055.03894:195567 1056.04333:788444 1057.02368:1430332 1058.03333:2517760 1400.00903:62276,134665,15442627,23533094,13650486,21615180,32766740,19295514,23637214,39036028,88586544,9802430,13147436,13403155,8416514,6360101
7660,13.378,699.47095,CL 68:4|CL 16:1_16:1_18:1_18:1,[M-2H]2-,ion correlated with 7911; ion correlated with 7909; adduct linked to 16151_[M-H]-; adduct linked to 16154_[M-H]-; adduct linked to 16156_[M-H]-,1,True,13.38,699.47882,C77H142O17P2,CL,UKYJZWLLPJULLU-UHFFFAOYSA-N,O=C(OCC(OC(=O)CCCCCCCC=CCCCCCC)COP(=O)(O)OCC(O)COP(=O)(O)OCC(OC(=O)CCCCCCCC=CCCCCCCCC)COC(=O)CCCCCCCC=CCCCCCCCC)CCCCCCCC=CCCCCCC,410,True,True,True,,False,False,null,null,88.7,100,34.4,55.3,100,176.45,Luca140818_lipid_Neg_nih_3,699.4718:3888188 700.47515:0 701.47851:0,96.96854:4365 149.00887:4466 152.99477:107268 227.20131:16967 253.21829:424366 254.2191:33167 255.23277:13013 266.96606:35726 267.96515:3859 268.94153:27597 269.94391:3508 279.23315:16406 281.22629:9860 281.24866:440319 282.24844:36098 282.99231:15718 340.98041:20175 342.95813:63616 343.96005:15274 360.96829:3499 389.20566:10888 400.94949:3423 402.9285:49525 403.92807:10961 404.90771:9662 416.97873:18818 417.98221:4516 476.94824:40893 477.94653:14266 478.92917:9650 536.91785:9683 537.9104:3896 550.96924:63196 551.9621:26912 552.9502:5417 555.92944:3096 608.94855:16839 609.94739:5371 624.97858:8906 626.95416:5733 627.95294:5014 698.99908:249508,105260,6820279,8721644,6537292,9762366,9921747,6419420,9754771,15795712,109003184,3334021,2725234,3888188,3764353,1859394
7637,13.204,698.46344,CL 68:5|CL 16:1_16:1_18:1_18:2,[M-2H]2-,ion correlated with 15945; ion correlated with 15948; ion correlated with 7441; ion correlated with 7884; ion correlated with 16116; ion correlated with 6878; ion correlated with 7882; ion correlated with 16378; ion correlated with 7372; ion correlated with 7895; ion correlated with 16380; adduct linked to 16113_[M-H]-; adduct linked to 16117_[M-H]-,0.867,True,13.31,698.47101,C77H140O17P2,CL,KNQCZWORUDZLGZ-UHFFFAOYSA-N,O=C(OCC(OC(=O)CCCCCCCC=CCCCCCCCC)COP(=O)(O)OCC(O)COP(=O)(O)OCC(OC(=O)CCCCCCCC=CCCCCCC)COC(=O)CCCCCCCC=CCCCCCC)CCCCCCCC=CCC=CCCCCC,410,True,True,True,,False,False,null,null,97.6,100,53.3,62.2,100,132.32,Luca140818_lipid_Neg_hela_1,698.4649:4182796 699.46825:3637783 700.47161:0,96.96857:3892 144.90192:2818 152.99475:108823 223.0266:2704 253.21826:471606 254.2182:28215 266.96512:26467 268.94113:24299 279.23297:215914 280.23581:23120 281.24857:241076 282.25305:17547 282.9928:16561 340.97839:16183 341.97821:3502 342.95752:59569 370.29733:2657 389.21304:10517 400.94958:4232 402.92911:37546 403.92819:3466 415.22412:9539 416.9787:17252 465.98633:2675 476.94821:29039 478.92929:4484 534.92932:3155 536.91699:16028 550.9704:51483 552.95032:9421 592.91077:2889 608.94861:15580 626.95435:9576 698.0152:31594,44419,2937705,2687444,2729921,3870874,4182796,2736326,3952295,6565897,38150292,284932,435062,525269,523287,233602
7819,13.69,707.48688,CL 69:3|CL 16:0_17:1_18:1_18:1,[M-2H]2-,ion correlated with 8188; ion correlated with 8324; ion correlated with 7487; adduct linked to 16301_[2M-H]-,0.867,True,13.59,707.49451,C78H146O17P2,CL,ANORHRIXODNZGS-UHFFFAOYSA-N,O=C(OCC(OC(=O)CCCCCCCC=CCCCCCCCC)COP(=O)(O)OCC(O)COP(=O)(O)OCC(OC(=O)CCCCCCCCCCCCCCC)COC(=O)CCCCCCCC=CCCCCCCC)CCCCCCCC=CCCCCCCCC,410,True,True,True,,False,False,null,null,87.5,100,66.5,50.6,100,28.54,Luca140818_lipid_Neg_nih_3,707.48785:1080118 708.4912:562765 709.49456:0,98.23884:2490 152.99457:51896 159.61116:2048 208.10674:2172 210.0854:2181 241.21542:5410 253.21785:37467 255.23232:68815 256.2374:3914 267.23392:48074 269.24695:16437 279.22849:2512 281.24835:192955 282.25372:18478 295.26001:22879 349.81177:2471 354.76602:3822 375.02563:2521 480.90359:3748,0,817016,675247,99104,1234518,171199,282635,487748,1452091,16092867,746713,1334245,1080118,848453,704699
7796,13.465,706.48022,CL 69:4|CL 16:1_17:1_18:1_18:1,[M-2H]2-,ion correlated with 8279; ion correlated with 8278; ion correlated with 7918; ion correlated with 8285; ion correlated with 16284; ion correlated with 15980; ion correlated with 7902; adduct linked to 16287_[2M-H]-,0.933,True,13.44,706.48669,C78H144O17P2,CL,FRFHVALLAOTDAL-UHFFFAOYSA-N,O=C(OCC(OC(=O)CCCCCCCC=CCCCCCC)COP(=O)(O)OCC(O)COP(=O)(O)OCC(OC(=O)CCCCCCCC=CCCCCCCCC)COC(=O)CCCCCCCC=CCCCCCCCC)CCCCCCCC=CCCCCCCC,410,True,True,True,,False,False,null,null,94.2,100,63.8,56.8,100,122.11,Luca140818_lipid_Neg_nih_2,706.48065:776124 707.484:1050715 708.48736:0,97.42844:2071 124.15681:2296 152.99483:48598 160.87321:2145 185.74031:2384 241.21542:5142 253.21844:86134 254.2187:5270 255.23279:10883 267.23459:66640 268.23581:5477 279.23291:15229 281.24878:167555 282.2533:14221 295.26056:12813 333.77927:2709 354.76602:2047 389.21298:2920 390.37354:12777 392.38568:9124 396.80902:2386 427.24332:2150 605.28796:2281 646.61182:10967,0,1496372,2286569,1160528,2449463,1231580,1396420,2067748,3035178,32898118,1006640,776124,1379017,1010436,515391
16285,13.477,1413.97754,CL 69:4|CL 16:1_18:1_17:1_18:1,[M-H]-,ion correlated with 8279; ion correlated with 7918; ion correlated with 8285; ion correlated with 16284; ion correlated with 15980; adduct linked to 16284_[M+Hac-H]-; adduct linked to 7799_[M-2H]2-,0.733,True,13.43,1413.98059,C78H144O17P2,CL,SDUKDMNURBQFLH-UHFFFAOYSA-N,O=C(OCC(OC(=O)CCCCCCCC=CCCCCCC)COP(=O)(O)OCC(O)COP(=O)(O)OCC(OC(=O)CCCCCCCC=CCCCCCCC)COC(=O)CCCCCCCC=CCCCCCCCC)CCCCCCCC=CCCCCCCCC,410,True,True,True,,False,True,null,null,76.3,100,38,28.1,90,176.99,Luca140818_lipid_Neg_nih_2,1413.98096:2927051 1414.98431:2779678 1415.98767:2424266,134.98485:66785 149.00883:9145 150.97932:13611 152.99461:2456824 153.99921:9185 171.00621:46423 214.9509:12899 223.02647:29389 227.20358:8964 239.19919:10790 241.21936:77396 253.2182:2867044 254.22246:25388 255.23344:83639 256.23734:23400 264.9823:11544 266.96527:11580 267.23438:1915185 268.23572:36286 268.94547:22797 269.24744:58929 279.23288:157756 280.23569:32453 281.24854:2776851 282.25363:54947 282.99225:26327 295.26044:229160 311.09528:14090 312.09692:8474 313.09811:9831 340.97855:30332 341.98404:11789 342.96384:38732 343.95999:14525 344.96045:33263 372.06741:9194 377.20474:9644 389.20605:205813 400.9494:12114 402.92889:28437 403.22128:146627 404.92307:14725 407.22064:136578 414.99933:9500 415.22394:10165 416.97888:14595 417.23865:139594 417.98212:12943 418.97266:13810 421.23682:77958 435.25171:78385 478.94894:12285 491.00613:44737 491.9978:44855 492.99933:60320 493.99796:35609 494.98874:10469 552.9624:12326 565.0152:13690 566.02289:29284 567.00763:22429 568.00781:13394 594.91473:8159 624.99323:29881 625.98737:24675 626.98376:14853 627.96771:9633 671.46222:34159 685.47382:13304 713.05438:8549 714.04871:32343 715.04907:47677 716.04559:57716 717.04407:31218 773.0257:31083 774.02258:79757 775.01074:157401 776.0119:181992 777.01935:107486 778.00024:78560 807.44281:9437 850.03351:11961 1251.96753:12318,0,2837502,4339308,2802457,4284683,4095719,188613,3172374,6271484,17144194,2307945,2927051,3018101,2135289,1645721
7766,13.321,705.4743,CL 69:5|CL 16:1_17:1_18:1_18:2,[M-2H]2-,ion correlated with 16029; ion correlated with 16383; ion correlated with 16114; ion correlated with 16030; ion correlated with 8256; ion correlated with 16271; ion correlated with 16270; ion correlated with 8257; ion correlated with 7561; ion correlated with 8246; ion correlated with 15954; ion correlated with 7634; ion correlated with 7656; ion correlated with 7662; adduct linked to 16981_[M+Hac-H]-,0.6,True,13.36,705.47882,C78H142O17P2,CL,INDZDLHEASKRMH-UHFFFAOYSA-N,O=C(OCC(OC(=O)CCCCCCCC=CCCCCCCCC)COP(=O)(O)OCC(O)COP(=O)(O)OCC(OC(=O)CCCCCCCC=CCCCCCC)COC(=O)CCCCCCCC=CCCCCCCC)CCCCCCCC=CCC=CCCCCC,410,True,True,True,,False,False,null,null,100,100,73.9,69.6,100,52.74,Luca140818_lipid_Neg_hela_5,705.4743:11907376 706.47765:7420237 707.48101:1430202,97.95409:10639 134.98473:5040 152.99461:298918 227.20038:9180 227.35962:4196 239.20274:9583 241.21567:50696 242.22054:3651 253.21831:679598 254.21938:44217 255.23325:35981 256.23737:9062 265.2157:12189 267.2345:569584 268.23608:39815 269.24695:12289 277.21698:13863 279.23303:604187 280.23691:49692 281.24863:688884 282.25348:52150 293.24588:11618 295.26086:37831 305.24631:13733 389.20685:17212 403.22061:12052 415.22702:17329 417.23752:10179,0,351698,519561,228212,885510,209924,354156,650346,1579960,11907376,176624,0,189703,155551,154141
8012,13.766,714.50018,CL 70:3|CL 16:0_18:1_18:1_18:1,[M-2H]2-,ion correlated with 8005; ion correlated with 7697; ion correlated with 16217; ion correlated with 7698; adduct linked to 16481_[2M-H]-,0.467,True,13.62,714.50232,C79H148O17P2,CL,JUNMAHCDPSQWFI-UHFFFAOYSA-N,O=C(OCC(OC(=O)CCCCCCCC=CCCCCCCCC)COP(=O)(O)OCC(O)COP(=O)(O)OCC(OC(=O)CCCCCCCCCCCCCCC)COC(=O)CCCCCCCC=CCCCCCCCC)CCCCCCCC=CCCCCCCCC,410,True,True,True,,False,False,null,null,100,100,60.5,55.7,100,136.83,Luca140818_lipid_Neg_hela_5,714.50018:75967024 715.50353:37414440 716.50689:3441319,134.98451:44184 152.99451:1517712 153.99911:44436 154.9991:9331 209.02077:21424 214.95085:21759 223.02643:11252 253.21796:595591 254.22191:185629 255.23251:2713763 256.23709:302311 257.23999:7345 266.96106:8584 267.23389:57539 269.24643:42096 279.23242:358071 280.23508:141557 281.2482:9278724 282.25287:1349983 282.99219:11434 283.25879:169488 284.26523:9620 295.26041:10908 309.27655:24587 340.98444:18663 341.97797:9531 342.96378:28921 343.9599:9438 389.20547:9245 391.22269:95434 392.23071:8406 400.95691:6998 401.94867:8760 402.92337:37893 403.92789:19828 404.92297:21466 416.97879:11174 417.23724:158599 417.98203:11171 418.24149:29466 418.97256:19523 465.26175:7125 476.94696:19921 477.94632:11091 478.94885:10661 491.99411:10863 492.99963:7291 534.95239:7236 550.96979:21028 551.96503:33953 552.96228:28340 566.01001:8246 567.00751:8562 622.99731:25072 623.9989:97309 624.99176:75607 714.04828:287616,3213556,3390800,3586172,3357558,4979250,3680193,3095421,3806246,7068688,75967024,4983578,5245367,5362702,3883963,3838867
7911,13.389,712.48438,CL 70:5|CL 16:1_18:1_18:1_18:2,[M-2H]2-,ion correlated with 7660; ion correlated with 7909; adduct linked to 16407_[M-H]-; adduct linked to 16404_[2M-H]-; adduct linked to 16415_[M+Hac-H]-,0.667,True,13.36,712.48669,C79H144O17P2,CL,RQDYMPBDKOFJQR-UHFFFAOYSA-N,O=C(OCC(OC(=O)CCCCCCCC=CCCCCCCCC)COP(=O)(O)OCC(O)COP(=O)(O)OCC(OC(=O)CCCCCCCC=CCCCCCC)COC(=O)CCCCCCCC=CCCCCCCCC)CCCCCCCC=CCC=CCCCCC,410,True,True,True,,False,False,null,null,100,100,77.5,64,100,647,Luca140818_lipid_Neg_hela_5,712.48438:87102656 713.48772:46887672 714.49108:6140438,134.98462:33527 150.97928:9807 152.99452:1488600 153.99901:31361 209.02107:29911 214.95084:7789 223.02641:24075 253.21809:3470115 254.22231:299815 255.23323:96774 256.23715:41198 261.22208:19399 266.96518:15323 267.23428:26332 268.94122:9889 277.21686:16699 279.23282:2990189 280.2356:357082 281.24838:6804744 282.25305:692541 282.99216:15541 283.25421:24009 303.23294:22759 305.24619:9521 307.26422:22556 340.98444:26415 342.95773:24631 389.20566:111465 390.2124:19060 400.94928:14989 402.92569:40131 415.22327:116346 416.22873:22300 416.97879:21230 417.23776:61553 418.96442:7899 474.96741:7755 476.95007:28208 491.00195:14695 532.95129:8590 550.96777:53660 565.01508:8313 622.9978:120589,0,5778566,8560393,6930838,11722691,9442350,6294570,7865547,16267344,87102656,3196559,4156954,3980757,3277620,3176986
16407,13.387,1425.97876,CL 70:5|CL 16:1_18:1_18:1_18:2,[M-H]-,ion correlated with 16153; ion correlated with 16156; ion correlated with 16154; ion correlated with 16404; adduct linked to 7911_[M-2H]2-; adduct linked to 16872_[M+Cl]-,0.8,True,13.36,1425.98059,C79H144O17P2,CL,RQDYMPBDKOFJQR-UHFFFAOYSA-N,O=C(OCC(OC(=O)CCCCCCCC=CCCCCCCCC)COP(=O)(O)OCC(O)COP(=O)(O)OCC(OC(=O)CCCCCCCC=CCCCCCC)COC(=O)CCCCCCCC=CCCCCCCCC)CCCCCCCC=CCC=CCCCCC,410,True,True,True,,False,False,null,null,100,100,45.6,28,100,387.06,Luca140818_lipid_Neg_nih_3,1425.98096:12075253 1426.98431:10735527 1427.98767:3362306,134.98473:139767 150.97949:62682 152.99458:6298962 153.99925:116915 154.99908:42310 171.00609:112756 214.95084:37329 227.20006:96544 228.20467:56870 228.41982:27272 253.21817:6290130 254.21873:476032 255.23317:943437 256.23727:376385 257.2406:61665 267.23428:36789 277.21683:31221 279.23288:5068304 280.23563:159999 281.2485:6367439 282.2489:356284 283.25421:43433 303.23288:143855 304.23788:90831 305.24649:61898 306.25015:17289 307.26428:82275 389.20584:434961 390.21237:30290 391.22516:59511 392.23065:37465 407.22025:260874 409.23065:34701 415.2244:393237 417.23834:231128 433.23523:215794 435.24997:117258 671.46783:73429 697.48151:57875,0,14130955,21770516,12882755,20577554,24841378,14123623,17669374,31574766,67587136,8895144,12684427,12075253,8364902,5502850
